Timestamp                       (process)[PID]    
2026-03-11 19:03:27.237458-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.254111-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.270740-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.287726-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.304439-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.320964-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.337999-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.354299-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.371056-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.387467-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.404475-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.421051-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.437510-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.454268-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.470864-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.487728-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.504400-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.521157-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.537847-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.554557-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.571107-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.587721-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.604437-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.621165-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.637939-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.654279-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.670999-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.687667-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.704447-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.721157-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.737729-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.754247-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.771124-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.787569-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.804437-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.821133-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.837841-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.854456-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.871038-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.887674-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.904446-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.921154-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.937579-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.954477-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.971129-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:27.987784-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.004467-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.020953-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.037832-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.054604-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.071110-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.087772-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.104263-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.122116-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.137548-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.154622-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.171116-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.187738-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
2026-03-11 19:03:28.204388-0400  localhost WindowServer[23614]: (QuartzCore) [com.apple.coreanimation:Brightness] Display 1 commitBrightness sdr: 0, headroom: 1, potential headroom: 2, ambient lux: 43.0268, filtered ambient: 43.0268, brightness limit: 525, indicator brightness: -1 low ambient strength: -1, high ambient strength: -1, contrast preservation: 0, contrast enhancer: -1 brightness ctl disabled -1, unlogged brightness transactions:0
